18469;2955;"4 кв. 2012";3051;"Бородинский сад";"г. Клин, пр-д Бородинский, д. 17 А (2-очередь)";65;"Ленинградское";"Московская область";"46";"50";"Клинский район";"Клинский муниципальный район";"Клин";"Клин";101010;"проезд";"Бородинский";"101010";"а";"101010";"17";"101010";"36.729112";"56.325213";101010;3;"точечная";99999;99999;1,3;"Монолитные";"Кирпич";"Индивидуальная";99999;10;10;"Многоэтажный ";"СРЕДНИЙ";"Нет";101010;"нет";99999;"ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ)";"да";"нет";99999;3;101010;"нет";"КОНСЬЕРЖ";7196,4;99999;2392,2;2314,8;2489,4;99999;99999;99999;;99999;99999;99999;99999;44,3;41,6;47,0;101010;101010;64,3;58,7;69,9;101010;101010;92,2;87,9;96,5;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;117;99999;54;36;27;99999;99999;99999;;"1 этаж";101010;"ЗАО ""Фирма Трест""";101010;101010;101010;"ЗАО ""Фирма Трест""";;17.03.2009;"RU50506000-299";"101010";"101010";3;"Ведется";31.12.2014;99999;;"4 кв. 2014";;101010;101010;99999;"фз-214";101010;101010;53 000р.;54708,0301866329;60 000р.;53 000р.;56 000р.;56 268р.;;;;;30;20;1;9;;;;;;;;;2213;121063400;1050;55650000;77;4306400;1086;61107000;;;"-";"звонок";"http://www.borodinsky.su/viborkvartiri/";13.12.2012;;"в продаже";13.12.2012;"2-комнаная последняя";"http://www.borodinsky.su/viborkvartiri/";;;;;;;;;;"ЖД Клин";"Планерная";53 000р.;;20;;1050;55650000;;;"Азбука Жилья";"Инком";;;;;"Россия"
18470;2956;"4 кв. 2012";3052;"Букино";"г. Лобня, мкр. Букино, ул. Борисова, д. 24 (1-очередь) ";18;"Дмитровское";"Московская область";"46";"50";"Московская область";"Город Лобня";"Лобня";"Лобня";"мкр. Букино";"улица";"Борисова";"24";"101010";"101010";"101010";"101010";"37.45771";"56.013034";101010;3;"развитие застроенных территорий";101010;101010;101010;"Монолитные";"Кирпич";"Индивидуальная";99999;14;14;"Многоэтажный ";"СРЕДНИЙ";"Нет";101010;"нет";99999;"ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ)";"да";"нет";99999;6;101010;"нет";"КОНСЬЕРЖ";10813,5;99999;6188,52;4625,0;99999;99999;99999;99999;;99999;99999;99999;99999;39,7;36,4;43,0;101010;101010;59,3;55,1;63,5;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;234;99999;156;78;99999;99999;99999;99999;;"стилобат - 1 этаж";1295;"Град-М";101010;101010;101010;"Град-М";;"101010";"101010";"101010";"101010";2;"Ведется";30.06.2014;99999;;"2 кв. 2014";;101010;101010;101010;"фз-214";101010;101010;63 000р.;63000;63 000р.;63 000р.;63 000р.;;;;;;142;94;48;;;;;;;;;;6575;414233820;3729;234925740;2846;179308080;;;;;"-";"звонок";"http://www.bukino-lobnya.ru/planirovki-i-ceny.html";13.12.2012;;"в продаже";13.12.2012;;"http://www.bukino-lobnya.ru/planirovki-i-ceny.html";;;;;;;;;;"ЖД Лобня";"Планерная";63 000р.;;94;;3729;234925740;;;"Миэль";"НДВ";;;;;"Россия"
